indicator,iso3,year,value,ci_lo,ci_hi
wgi.voice_accountability,SRB,2012,58.5774071,54.6528818,62.5019325
wgi.voice_accountability,SRB,2013,59.358958,55.3173603,63.4005558
wgi.voice_accountability,SRB,2014,59.0479896,55.0063918,63.0895873
wgi.voice_accountability,SRB,2015,58.8233259,54.7817281,62.8649236
wgi.voice_accountability,SRB,2016,58.6145072,54.5729094,62.6561049
wgi.voice_accountability,SRB,2017,56.368082,52.3264842,60.4096797
wgi.voice_accountability,SRB,2018,53.7148814,49.4403045,57.9894583
wgi.voice_accountability,SRB,2019,53.6151767,49.3405999,57.8897536
wgi.voice_accountability,SRB,2020,53.3985047,49.1239278,57.6730815
wgi.voice_accountability,SRB,2021,52.2601183,47.9855414,56.5346952
wgi.voice_accountability,SRB,2022,51.8890008,47.6144239,56.1635776
wgi.voice_accountability,SRB,2023,50.2677399,45.9594865,54.5759934
wgi.voice_accountability,SRB,2024,48.6955579,44.3873045,53.0038113
wgi.voice_accountability,SSD,2011,35.4301257,28.5350149,42.3252365
wgi.voice_accountability,SSD,2012,34.6438806,28.9247761,40.3629852
wgi.voice_accountability,SSD,2013,31.8606943,26.4596573,37.2617314
wgi.voice_accountability,SSD,2014,30.2908926,25.2917669,35.2900183
wgi.voice_accountability,SSD,2015,29.3134836,24.325612,34.3013552
wgi.voice_accountability,SSD,2016,23.9064572,18.6995402,29.1133741
wgi.voice_accountability,SSD,2017,24.1718929,18.964976,29.3788099
wgi.voice_accountability,SSD,2018,21.0779569,15.7317272,26.4241867
wgi.voice_accountability,SSD,2019,21.2217504,15.8755206,26.5679802
wgi.voice_accountability,SSD,2020,22.9702805,17.5971634,28.3433976
wgi.voice_accountability,SSD,2021,22.8566929,17.4835758,28.22981
wgi.voice_accountability,SSD,2022,22.6642058,17.2770097,28.0514019
wgi.voice_accountability,SSD,2023,24.372706,18.9855099,29.7599021
wgi.voice_accountability,SSD,2024,23.7406403,18.3534442,29.1278364
wgi.voice_accountability,STP,1996,63.1756085,56.1408121,70.2104049
wgi.voice_accountability,STP,1998,64.7424944,57.707698,71.7772908
wgi.voice_accountability,STP,2000,64.6578488,58.0739796,71.2417181
wgi.voice_accountability,STP,2002,64.3034567,57.7195874,70.887326
wgi.voice_accountability,STP,2003,61.6225742,55.0387049,68.2064435
wgi.voice_accountability,STP,2004,60.8431446,54.5932071,67.0930821
wgi.voice_accountability,STP,2005,60.1298359,54.1141692,66.1455026
wgi.voice_accountability,STP,2006,61.6788027,56.3431322,67.0144732
wgi.voice_accountability,STP,2007,59.5566767,54.2970649,64.8162884
wgi.voice_accountability,STP,2008,58.5406537,53.281042,63.8002654
wgi.voice_accountability,STP,2009,59.131921,53.8723093,64.3915327
wgi.voice_accountability,STP,2010,59.4210376,54.1614259,64.6806493
wgi.voice_accountability,STP,2011,61.4358646,56.1762529,66.6954763
wgi.voice_accountability,STP,2012,61.6238676,56.3642559,66.8834793
wgi.voice_accountability,STP,2013,59.7403793,54.7313332,64.7494254
wgi.voice_accountability,STP,2014,60.6947427,55.6856967,65.7037888
wgi.voice_accountability,STP,2015,60.1098796,55.1008335,65.1189256
wgi.voice_accountability,STP,2016,58.8681112,53.8590652,63.8771573
wgi.voice_accountability,STP,2017,58.8649678,53.8813476,63.848588
wgi.voice_accountability,STP,2018,59.5981155,54.1565655,65.0396656
wgi.voice_accountability,STP,2019,59.7780114,54.3364613,65.2195615
wgi.voice_accountability,STP,2020,58.8277067,53.3577974,64.2976161
wgi.voice_accountability,STP,2021,59.2552015,53.7852922,64.7251109
wgi.voice_accountability,STP,2022,59.1386612,53.6687518,64.6085706
wgi.voice_accountability,STP,2023,58.9241525,53.4542431,64.3940618
wgi.voice_accountability,STP,2024,59.7319658,54.2620565,65.2018752
wgi.voice_accountability,SUR,1996,57.2274489,50.8724597,63.5824381
wgi.voice_accountability,SUR,1998,58.4809999,52.1260107,64.8359892
wgi.voice_accountability,SUR,2000,63.8694405,57.5144512,70.2244297
wgi.voice_accountability,SUR,2002,62.9373804,56.5823912,69.2923696
wgi.voice_accountability,SUR,2003,62.8387941,56.4838049,69.1937834
wgi.voice_accountability,SUR,2004,62.8708972,56.5602593,69.1815351
wgi.voice_accountability,SUR,2005,62.8124757,56.5018377,69.1231136
wgi.voice_accountability,SUR,2006,64.741474,59.274204,70.208744
wgi.voice_accountability,SUR,2007,65.524089,60.056819,70.991359
wgi.voice_accountability,SUR,2008,66.7887716,61.4611277,72.1164155
wgi.voice_accountability,SUR,2009,64.8664452,59.5388014,70.1940891
wgi.voice_accountability,SUR,2010,63.392993,58.0665918,68.7193942
wgi.voice_accountability,SUR,2011,63.5930744,58.2666732,68.9194756
wgi.voice_accountability,SUR,2012,63.4183331,58.10554,68.7311261
wgi.voice_accountability,SUR,2013,63.308743,57.99595,68.621536
wgi.voice_accountability,SUR,2014,62.9539553,57.6411623,68.2667483
wgi.voice_accountability,SUR,2015,59.6366823,55.0878467,64.1855179
wgi.voice_accountability,SUR,2016,59.6980635,55.132702,64.263425
wgi.voice_accountability,SUR,2017,57.6961043,53.1221176,62.270091
wgi.voice_accountability,SUR,2018,58.7633151,53.8430224,63.6836078
wgi.voice_accountability,SUR,2019,59.2002227,54.2273578,64.1730876
wgi.voice_accountability,SUR,2020,59.6493593,54.6764944,64.6222243
wgi.voice_accountability,SUR,2021,58.37794,53.4050751,63.350805
wgi.voice_accountability,SUR,2022,58.7455396,53.7726746,63.7184045
wgi.voice_accountability,SUR,2023,58.7427549,53.7709034,63.7146064
wgi.voice_accountability,SUR,2024,57.8190313,52.9675759,62.6704867
wgi.voice_accountability,SVK,1996,67.827119,62.2589454,73.3952926
wgi.voice_accountability,SVK,1998,70.3044808,64.7363072,75.8726544
wgi.voice_accountability,SVK,2000,71.3721134,65.8039398,76.940287
wgi.voice_accountability,SVK,2002,70.1715284,65.2047771,75.1382797
wgi.voice_accountability,SVK,2003,71.9245567,67.0631879,76.7859255
wgi.voice_accountability,SVK,2004,71.4456886,66.6264448,76.2649324
wgi.voice_accountability,SVK,2005,73.0808026,68.2615588,77.9000465
wgi.voice_accountability,SVK,2006,73.8997091,69.0905502,78.708868
wgi.voice_accountability,SVK,2007,73.8679421,69.0587832,78.677101
wgi.voice_accountability,SVK,2008,73.8851313,69.0759724,78.6942902
wgi.voice_accountability,SVK,2009,73.3629725,68.797086,77.9288591
wgi.voice_accountability,SVK,2010,72.657631,68.0917444,77.2235175
wgi.voice_accountability,SVK,2011,73.6976866,69.1318001,78.2635732
wgi.voice_accountability,SVK,2012,73.2549244,68.6890378,77.820811
wgi.voice_accountability,SVK,2013,73.3273164,68.5740727,78.0805601
wgi.voice_accountability,SVK,2014,73.0965041,68.3432604,77.8497478
wgi.voice_accountability,SVK,2015,73.0501033,68.2968596,77.803347
wgi.voice_accountability,SVK,2016,73.0742007,68.320957,77.8274444
wgi.voice_accountability,SVK,2017,71.5727969,66.9720314,76.1735625
wgi.voice_accountability,SVK,2018,69.5887655,64.6350956,74.5424355
wgi.voice_accountability,SVK,2019,72.1856886,67.2320186,77.1393585
wgi.voice_accountability,SVK,2020,74.1450362,69.1913663,79.0987062
wgi.voice_accountability,SVK,2021,74.1534567,69.8361755,78.4707379
wgi.voice_accountability,SVK,2022,73.4727604,69.1554792,77.7900416
wgi.voice_accountability,SVK,2023,73.8773584,69.525375,78.2293418
wgi.voice_accountability,SVK,2024,73.1297729,68.7777895,77.4817562
wgi.voice_accountability,SVN,1996,78.9786444,72.9701169,84.9871718
wgi.voice_accountability,SVN,1998,77.6555647,72.0873911,83.2237383
wgi.voice_accountability,SVN,2000,75.6010053,70.0563463,81.1456643
wgi.voice_accountability,SVN,2002,74.7983989,69.9370301,79.6597677
wgi.voice_accountability,SVN,2003,74.6632307,69.8018618,79.5245995
wgi.voice_accountability,SVN,2004,73.8315772,69.0123333,78.650821
wgi.voice_accountability,SVN,2005,74.9376855,70.1747016,79.7006693
wgi.voice_accountability,SVN,2006,75.9138675,71.1606238,80.6671112
wgi.voice_accountability,SVN,2007,75.4140454,70.6608017,80.1672891
wgi.voice_accountability,SVN,2008,74.4610454,69.7078017,79.2142891
wgi.voice_accountability,SVN,2009,74.7553235,70.0020798,79.5085672
wgi.voice_accountability,SVN,2010,74.6717824,69.9185387,79.4250261
wgi.voice_accountability,SVN,2011,74.6463635,69.8931198,79.3996072
wgi.voice_accountability,SVN,2012,72.8660033,68.6833425,77.0486641
wgi.voice_accountability,SVN,2013,72.2603262,68.0776654,76.442987
wgi.voice_accountability,SVN,2014,71.5216354,67.3389746,75.7042962
wgi.voice_accountability,SVN,2015,72.2921422,68.1094814,76.474803
wgi.voice_accountability,SVN,2016,72.6792483,68.4965875,76.8619091
wgi.voice_accountability,SVN,2017,72.8887408,68.70608,77.0714016
wgi.voice_accountability,SVN,2018,72.1322903,67.6897647,76.5748158
wgi.voice_accountability,SVN,2019,74.8699683,70.4274428,79.3124938
wgi.voice_accountability,SVN,2020,74.8687501,70.5514689,79.1860313
wgi.voice_accountability,SVN,2021,73.2424346,68.9251534,77.5597158
wgi.voice_accountability,SVN,2022,73.9271968,69.6099156,78.244478
wgi.voice_accountability,SVN,2023,74.8088794,70.456896,79.1608628
wgi.voice_accountability,SVN,2024,75.3519851,71.0000017,79.7039685
wgi.voice_accountability,SWE,1996,85.8659893,80.3213303,91.4106483
wgi.voice_accountability,SWE,1998,85.8422629,80.2976039,91.3869219
wgi.voice_accountability,SWE,2000,86.0697323,80.5873331,91.5521314
wgi.voice_accountability,SWE,2002,86.7042377,81.4263832,91.9820923
wgi.voice_accountability,SWE,2003,86.8959145,81.61806,92.1737691
wgi.voice_accountability,SWE,2004,86.4582333,81.1803787,91.7360878
wgi.voice_accountability,SWE,2005,85.9971057,80.7928981,91.2013133
wgi.voice_accountability,SWE,2006,86.6562949,81.4647802,91.8478097
wgi.voice_accountability,SWE,2007,87.4523834,82.2608686,92.6438982
wgi.voice_accountability,SWE,2008,87.7678255,82.5763107,92.9593403
wgi.voice_accountability,SWE,2009,87.3415629,82.1500481,92.5330776
wgi.voice_accountability,SWE,2010,87.0468595,81.8553447,92.2383742
wgi.voice_accountability,SWE,2011,89.7555202,85.2835047,94.2275356
wgi.voice_accountability,SWE,2012,90.2874698,85.8154544,94.7594853
wgi.voice_accountability,SWE,2013,88.7955524,84.3235369,93.2675678
wgi.voice_accountability,SWE,2014,87.5614466,83.0894312,92.0334621
wgi.voice_accountability,SWE,2015,87.9163656,83.4443502,92.3883811
wgi.voice_accountability,SWE,2016,87.9171497,83.4451343,92.3891652
wgi.voice_accountability,SWE,2017,87.261258,82.9169267,91.6055893
wgi.voice_accountability,SWE,2018,87.3290626,82.6913563,91.9667689
wgi.voice_accountability,SWE,2019,87.0485415,82.4108352,91.6862477
wgi.voice_accountability,SWE,2020,88.3222763,83.6845701,92.9599826
wgi.voice_accountability,SWE,2021,87.7493901,83.1116839,92.3870964
wgi.voice_accountability,SWE,2022,87.509648,82.8719418,92.1473543
wgi.voice_accountability,SWE,2023,87.1358841,82.455078,91.8166903
wgi.voice_accountability,SWE,2024,87.0899418,82.4091357,91.770748
wgi.voice_accountability,SWZ,1996,33.4743818,26.4395854,40.5091782
wgi.voice_accountability,SWZ,1998,35.2120727,28.1772763,42.2468691
wgi.voice_accountability,SWZ,2000,31.4033823,24.819513,37.9872516
wgi.voice_accountability,SWZ,2002,34.978796,28.6346723,41.3229197
wgi.voice_accountability,SWZ,2003,32.0514732,25.7073495,38.3955969
wgi.voice_accountability,SWZ,2004,33.304977,28.2200314,38.3899226
wgi.voice_accountability,SWZ,2005,35.1487347,30.063789,40.2336803
wgi.voice_accountability,SWZ,2006,38.0738206,33.4197355,42.7279057
wgi.voice_accountability,SWZ,2007,36.4437981,31.789713,41.0978832
wgi.voice_accountability,SWZ,2008,36.4286637,31.7745786,41.0827488
wgi.voice_accountability,SWZ,2009,36.6842438,32.0301587,41.3383289
wgi.voice_accountability,SWZ,2010,35.2729656,30.6612505,39.8846807
wgi.voice_accountability,SWZ,2011,35.2948804,30.7030307,39.8867302
wgi.voice_accountability,SWZ,2012,34.9525458,29.539481,40.3656105
wgi.voice_accountability,SWZ,2013,35.5763205,30.4352671,40.7173738
wgi.voice_accountability,SWZ,2014,34.7846286,29.6435753,39.925682
wgi.voice_accountability,SWZ,2015,34.7075302,29.5664768,39.8485835
wgi.voice_accountability,SWZ,2016,33.6323715,28.5594589,38.7052842
wgi.voice_accountability,SWZ,2017,33.5049114,28.4201548,38.589668
wgi.voice_accountability,SWZ,2018,33.6894296,28.6478972,38.7309621
wgi.voice_accountability,SWZ,2019,34.8764974,29.8124376,39.9405573
wgi.voice_accountability,SWZ,2020,34.7137313,29.6496714,39.7777912
wgi.voice_accountability,SWZ,2021,34.0037883,28.9397284,39.0678482
wgi.voice_accountability,SWZ,2022,33.8608263,28.8084633,38.9131892
wgi.voice_accountability,SWZ,2023,34.4044186,29.2961859,39.5126512
wgi.voice_accountability,SWZ,2024,33.266216,28.4611386,38.0712933
wgi.voice_accountability,SYC,1996,56.2192145,49.1844181,63.2540109
wgi.voice_accountability,SYC,1998,56.3394969,49.3047005,63.3742933
wgi.voice_accountability,SYC,2000,55.7837316,49.1998623,62.3676009
wgi.voice_accountability,SYC,2002,59.0609624,52.7168387,65.4050861
wgi.voice_accountability,SYC,2003,57.7046105,51.3604868,64.0487342
wgi.voice_accountability,SYC,2004,61.3763229,55.8452494,66.9073965
wgi.voice_accountability,SYC,2005,61.5113319,55.9802583,67.0424054
wgi.voice_accountability,SYC,2006,62.6953805,57.1643069,68.2264541
wgi.voice_accountability,SYC,2007,61.6284078,56.0973342,67.1594813
wgi.voice_accountability,SYC,2008,60.9462413,55.4151677,66.4773148
wgi.voice_accountability,SYC,2009,60.9880652,55.4569917,66.5191388
wgi.voice_accountability,SYC,2010,61.2735763,55.7425028,66.8046499
wgi.voice_accountability,SYC,2011,59.6420363,54.1109627,65.1731099
wgi.voice_accountability,SYC,2012,59.5404186,54.0800691,65.0007681
wgi.voice_accountability,SYC,2013,58.4495707,53.2680621,63.6310793
wgi.voice_accountability,SYC,2014,58.1214078,52.9398992,63.3029164
wgi.voice_accountability,SYC,2015,60.9558116,55.774303,66.1373202
wgi.voice_accountability,SYC,2016,62.1617734,56.9802648,67.343282
wgi.voice_accountability,SYC,2017,62.007769,56.8262604,67.1892776
wgi.voice_accountability,SYC,2018,62.7743955,57.0722123,68.4765786
wgi.voice_accountability,SYC,2019,63.0034908,57.3013077,68.705674
wgi.voice_accountability,SYC,2020,67.3748915,61.6400504,73.1097325
wgi.voice_accountability,SYC,2021,68.7550765,63.0202355,74.4899175
wgi.voice_accountability,SYC,2022,68.5677719,62.8329308,74.3026129
wgi.voice_accountability,SYC,2023,67.9775722,62.2003454,73.754799
wgi.voice_accountability,SYC,2024,67.9522093,62.1749825,73.7294361
wgi.voice_accountability,SYR,1996,28.6604605,23.0922869,34.2286341
wgi.voice_accountability,SYR,1998,27.1138565,21.545683,32.6820301
wgi.voice_accountability,SYR,2000,26.6274974,21.0593238,32.195671
wgi.voice_accountability,SYR,2002,27.6549127,22.7275158,32.5823097
wgi.voice_accountability,SYR,2003,26.6476077,21.7202108,31.5750047
wgi.voice_accountability,SYR,2004,28.1685355,24.0637625,32.2733085
wgi.voice_accountability,SYR,2005,30.7790108,26.6742378,34.8837837
wgi.voice_accountability,SYR,2006,29.5847687,25.4799957,33.6895417
wgi.voice_accountability,SYR,2007,27.4874419,23.4118263,31.5630575
wgi.voice_accountability,SYR,2008,28.3536874,24.2780718,32.4293029
wgi.voice_accountability,SYR,2009,28.9888649,24.919356,33.0583739
wgi.voice_accountability,SYR,2010,28.1537494,24.0842405,32.2232584
wgi.voice_accountability,SYR,2011,26.6420822,22.5725732,30.7115912
wgi.voice_accountability,SYR,2012,23.3317174,18.7143263,27.9491086
wgi.voice_accountability,SYR,2013,21.7276528,17.1102617,26.345044
wgi.voice_accountability,SYR,2014,23.1507505,18.5333593,27.7681416
wgi.voice_accountability,SYR,2015,22.8593165,18.2419254,27.4767076
wgi.voice_accountability,SYR,2016,22.1976419,17.3016462,27.0936377
wgi.voice_accountability,SYR,2017,22.0823845,17.175749,26.98902
wgi.voice_accountability,SYR,2018,22.0739466,16.7321659,27.4157272
wgi.voice_accountability,SYR,2019,22.7950176,17.4264179,28.1636173
wgi.voice_accountability,SYR,2020,23.4267665,18.0581668,28.7953662
wgi.voice_accountability,SYR,2021,23.696079,18.3274793,29.0646787
wgi.voice_accountability,SYR,2022,23.6522265,18.2836268,29.0208262
wgi.voice_accountability,SYR,2023,23.3267782,17.9581785,28.6953779
wgi.voice_accountability,SYR,2024,24.517035,19.1484353,29.8856347
wgi.voice_accountability,TCD,1996,34.6405464,27.60575,41.6753428
wgi.voice_accountability,TCD,1998,34.9231171,27.8883207,41.9579135
wgi.voice_accountability,TCD,2000,35.1584205,28.5745513,41.7422898
wgi.voice_accountability,TCD,2002,37.2341335,31.6442778,42.8239891
wgi.voice_accountability,TCD,2003,35.3012321,29.7843513,40.8181129
wgi.voice_accountability,TCD,2004,36.0367077,30.7207835,41.3526319
wgi.voice_accountability,TCD,2005,34.6794072,29.8444146,39.5143997
wgi.voice_accountability,TCD,2006,32.5894332,28.1372778,37.0415886
wgi.voice_accountability,TCD,2007,32.0381433,27.5859879,36.4902987
wgi.voice_accountability,TCD,2008,32.6551393,28.2029839,37.1072947
wgi.voice_accountability,TCD,2009,33.0091657,28.5570103,37.461321
wgi.voice_accountability,TCD,2010,33.6959773,29.2438219,38.1481327
wgi.voice_accountability,TCD,2011,34.6870208,30.2348654,39.1391761
wgi.voice_accountability,TCD,2012,35.1212873,30.6691319,39.5734426
wgi.voice_accountability,TCD,2013,34.8059694,30.5088878,39.103051
wgi.voice_accountability,TCD,2014,36.3312133,32.0341317,40.6282949
wgi.voice_accountability,TCD,2015,35.9220664,31.6249848,40.219148
wgi.voice_accountability,TCD,2016,34.6402086,30.160128,39.1202892
wgi.voice_accountability,TCD,2017,34.6347058,30.1546252,39.1147864
wgi.voice_accountability,TCD,2018,33.7352512,28.9312922,38.5392101
wgi.voice_accountability,TCD,2019,34.0623517,29.2583928,38.8663106
wgi.voice_accountability,TCD,2020,33.625255,28.8018176,38.4486924
wgi.voice_accountability,TCD,2021,31.3601319,26.5366945,36.1835693
wgi.voice_accountability,TCD,2022,32.1700841,27.3466466,36.9935215
wgi.voice_accountability,TCD,2023,32.7223209,27.8737446,37.5708971
wgi.voice_accountability,TCD,2024,30.267189,25.4186127,35.1157652
wgi.voice_accountability,TGO,1996,35.6371714,29.2821821,41.9921606
wgi.voice_accountability,TGO,1998,30.9770969,24.6221077,37.3320862
wgi.voice_accountability,TGO,2000,32.322606,26.3059084,38.3393036
wgi.voice_accountability,TGO,2002,30.1642551,24.9341648,35.3943453
wgi.voice_accountability,TGO,2003,31.7063311,26.4762409,36.9364214
wgi.voice_accountability,TGO,2004,35.2139034,30.1559747,40.2718322
wgi.voice_accountability,TGO,2005,34.0617513,29.3713958,38.7521068
wgi.voice_accountability,TGO,2006,36.4802925,32.1418333,40.8187517
wgi.voice_accountability,TGO,2007,39.0042687,34.6658095,43.3427279
wgi.voice_accountability,TGO,2008,41.0110008,36.6725416,45.34946
wgi.voice_accountability,TGO,2009,39.9031545,35.5646953,44.2416137
wgi.voice_accountability,TGO,2010,41.262193,36.9237338,45.6006523
wgi.voice_accountability,TGO,2011,42.2317294,37.9098223,46.5536365
wgi.voice_accountability,TGO,2012,39.9267356,35.6048285,44.2486427
wgi.voice_accountability,TGO,2013,40.9371246,36.7574969,45.1167522
wgi.voice_accountability,TGO,2014,41.3803226,37.200695,45.5599502
wgi.voice_accountability,TGO,2015,42.794914,38.6152864,46.9745416
wgi.voice_accountability,TGO,2016,43.6712549,39.3238151,48.0186946
wgi.voice_accountability,TGO,2017,43.7066117,39.3591719,48.0540514
wgi.voice_accountability,TGO,2018,43.3722896,38.7307993,48.0137799
wgi.voice_accountability,TGO,2019,44.0656997,39.4242094,48.70719
wgi.voice_accountability,TGO,2020,44.0004539,39.3414034,48.6595045
wgi.voice_accountability,TGO,2021,41.2623331,37.1795537,45.3451124
wgi.voice_accountability,TGO,2022,41.9199453,37.837166,46.0027247
wgi.voice_accountability,TGO,2023,41.7711269,37.6883476,45.8539063
wgi.voice_accountability,TGO,2024,39.8403293,35.75755,43.9231087
wgi.voice_accountability,THA,1996,57.8685546,52.3238956,63.4132136
wgi.voice_accountability,THA,1998,60.0930054,54.5483464,65.6376644
wgi.voice_accountability,THA,2000,61.9080398,56.3633808,67.4526988
wgi.voice_accountability,THA,2002,62.964315,58.1125305,67.8160995
wgi.voice_accountability,THA,2003,59.6500489,54.7982645,64.5018334
wgi.voice_accountability,THA,2004,57.4142197,53.2000965,61.628343
wgi.voice_accountability,THA,2005,55.5118182,51.2976949,59.7259415
wgi.voice_accountability,THA,2006,45.829359,41.621983,50.0367351
wgi.voice_accountability,THA,2007,47.7711097,43.7295399,51.8126794
wgi.voice_accountability,THA,2008,48.7264743,44.6849045,52.768044
wgi.voice_accountability,THA,2009,48.8507804,44.8092107,52.8923502
wgi.voice_accountability,THA,2010,46.7595341,42.7179643,50.8011038
wgi.voice_accountability,THA,2011,48.7372225,45.0641362,52.4103089
wgi.voice_accountability,THA,2012,50.9721346,46.7811671,55.1631021
wgi.voice_accountability,THA,2013,49.1454454,44.9544779,53.3364128
wgi.voice_accountability,THA,2014,41.6258265,37.434859,45.816794
wgi.voice_accountability,THA,2015,41.9868556,37.7958881,46.1778231
wgi.voice_accountability,THA,2016,41.8779464,37.6869789,46.0689138
wgi.voice_accountability,THA,2017,41.3809947,37.1900272,45.5719622
wgi.voice_accountability,THA,2018,40.5171383,36.0646557,44.969621
wgi.voice_accountability,THA,2019,42.685534,38.2175563,47.1535116
wgi.voice_accountability,THA,2020,41.5514409,37.0834633,46.0194186
wgi.voice_accountability,THA,2021,42.3398755,37.9981399,46.6816112
wgi.voice_accountability,THA,2022,42.93869,38.5969543,47.2804256
wgi.voice_accountability,THA,2023,45.4026116,41.0255751,49.779648
wgi.voice_accountability,THA,2024,47.050639,42.6736025,51.4276754
wgi.voice_accountability,TJK,1996,23.6087731,16.5739767,30.6435695
wgi.voice_accountability,TJK,1998,25.9302892,18.8954928,32.9650856
wgi.voice_accountability,TJK,2000,29.5381771,23.1547113,35.9216428
wgi.voice_accountability,TJK,2002,37.7111148,32.245476,43.1767536
wgi.voice_accountability,TJK,2003,38.5303276,33.0646888,43.9959663
wgi.voice_accountability,TJK,2004,38.8138749,33.3765289,44.2512209
wgi.voice_accountability,TJK,2005,37.3613328,32.1424879,42.5801777
wgi.voice_accountability,TJK,2006,38.0704952,33.5106802,42.6303101
wgi.voice_accountability,TJK,2007,39.3082887,34.7484737,43.8681036
wgi.voice_accountability,TJK,2008,38.0038037,33.4439887,42.5636186
wgi.voice_accountability,TJK,2009,38.2000521,33.6402371,42.759867
wgi.voice_accountability,TJK,2010,36.4316514,31.8718364,40.9914663
wgi.voice_accountability,TJK,2011,38.1786378,33.6665679,42.6907077
wgi.voice_accountability,TJK,2012,38.3047345,33.7926646,42.8168044
wgi.voice_accountability,TJK,2013,36.25883,31.5662115,40.9514486
wgi.voice_accountability,TJK,2014,35.648275,30.9556564,40.3408935
wgi.voice_accountability,TJK,2015,34.7585464,30.0659279,39.451165
wgi.voice_accountability,TJK,2016,33.1822985,28.4896799,37.8749171
wgi.voice_accountability,TJK,2017,33.7597319,29.0671133,38.4523505
wgi.voice_accountability,TJK,2018,32.8911376,27.822261,37.9600142
wgi.voice_accountability,TJK,2019,28.5159372,23.4470606,33.5848138
wgi.voice_accountability,TJK,2020,30.436179,25.0317307,35.8406273
wgi.voice_accountability,TJK,2021,30.0560319,24.5830369,35.529027
wgi.voice_accountability,TJK,2022,29.4999814,24.3386199,34.6613429
wgi.voice_accountability,TJK,2023,30.1469539,24.9855924,35.3083154
wgi.voice_accountability,TJK,2024,28.099924,22.9385625,33.2612855
wgi.voice_accountability,TKM,1996,25.6459665,18.6111701,32.6807629
wgi.voice_accountability,TKM,1998,25.4522823,18.4174859,32.4870787
wgi.voice_accountability,TKM,2000,21.5370227,14.5022263,28.5718191
wgi.voice_accountability,TKM,2002,24.8664722,19.0084836,30.7244607
wgi.voice_accountability,TKM,2003,24.7827,18.9247115,30.6406886
wgi.voice_accountability,TKM,2004,28.1296677,22.2716792,33.9876563
wgi.voice_accountability,TKM,2005,25.4079712,20.183249,30.6326934
wgi.voice_accountability,TKM,2006,27.8388621,22.6141399,33.0635844
wgi.voice_accountability,TKM,2007,26.4650918,21.5244559,31.4057276
wgi.voice_accountability,TKM,2008,27.0155468,22.074911,31.9561827
wgi.voice_accountability,TKM,2009,27.4307164,22.4900805,32.3713522
wgi.voice_accountability,TKM,2010,27.9985881,23.0579523,32.939224
wgi.voice_accountability,TKM,2011,25.1872841,20.2466482,30.1279199
wgi.voice_accountability,TKM,2012,25.1880209,20.2473851,30.1286568
wgi.voice_accountability,TKM,2013,25.6350975,20.6944617,30.5757333
wgi.voice_accountability,TKM,2014,26.1961853,21.2555494,31.1368211
wgi.voice_accountability,TKM,2015,25.96046,21.0198242,30.9010959
wgi.voice_accountability,TKM,2016,25.835585,20.8949492,30.7762209
wgi.voice_accountability,TKM,2017,26.3599421,21.4193062,31.3005779
wgi.voice_accountability,TKM,2018,26.2530141,20.8672795,31.6387488
wgi.voice_accountability,TKM,2019,21.3382137,15.9524791,26.7239483
wgi.voice_accountability,TKM,2020,23.6811004,17.9211695,29.4410312
wgi.voice_accountability,TKM,2021,23.943902,18.1839711,29.7038329
wgi.voice_accountability,TKM,2022,21.2373469,15.8516122,26.6230815
wgi.voice_accountability,TKM,2023,20.6519569,15.2662222,26.0376915
wgi.voice_accountability,TKM,2024,21.0915091,15.7057745,26.4772438
wgi.voice_accountability,TLS,1996,25.2105134,14.0173199,36.4037069
wgi.voice_accountability,TLS,1998,27.6532675,16.460074,38.846461
wgi.voice_accountability,TLS,2000,58.3191632,50.3159453,66.322381
wgi.voice_accountability,TLS,2002,59.9847018,52.9499054,67.0194982
wgi.voice_accountability,TLS,2003,60.1041755,54.7939396,65.4144114
wgi.voice_accountability,TLS,2004,57.1250559,51.8407814,62.4093303
wgi.voice_accountability,TLS,2005,56.2407794,51.0182817,61.463277
wgi.voice_accountability,TLS,2006,57.3846248,52.7316616,62.037588
wgi.voice_accountability,TLS,2007,60.3171195,55.8406287,64.7936104
wgi.voice_accountability,TLS,2008,61.179742,56.7032511,65.6562328
wgi.voice_accountability,TLS,2009,58.2080101,53.7767195,62.6393008
wgi.voice_accountability,TLS,2010,57.7410542,53.3097635,62.1723449
wgi.voice_accountability,TLS,2011,58.0135032,52.8458408,63.1811656
wgi.voice_accountability,TLS,2012,58.1829868,52.7388359,63.6271378
wgi.voice_accountability,TLS,2013,57.0852465,51.6410955,62.5293974
wgi.voice_accountability,TLS,2014,57.4787917,52.0346407,62.9229426
wgi.voice_accountability,TLS,2015,57.6745185,52.2303675,63.1186694
wgi.voice_accountability,TLS,2016,57.3682179,51.924067,62.8123689
wgi.voice_accountability,TLS,2017,58.913602,53.469451,64.3577529
wgi.voice_accountability,TLS,2018,60.2632836,54.8720865,65.6544808
wgi.voice_accountability,TLS,2019,62.0709687,56.5830948,67.5588426
wgi.voice_accountability,TLS,2020,61.9031636,56.4152897,67.3910375
wgi.voice_accountability,TLS,2021,62.6234103,57.1355364,68.1112842
wgi.voice_accountability,TLS,2022,63.5996238,58.1117499,69.0874978
wgi.voice_accountability,TLS,2023,62.7707935,57.2829196,68.2586674
wgi.voice_accountability,TLS,2024,62.8971107,57.4092368,68.3849846
wgi.voice_accountability,TON,1996,58.0403538,47.3802896,68.700418
