Country,Year,manuf_pib,ind_pib,manuf_exp,hitech_exp_wdi,pesq_pm,rd_pct_wdi,deflator,artigos_se_nsf
Italy,2017,14.8167748451842,20.7926142437946,83.0214117880224,7.8052686500986,2322.42382,1.36393,96.395037677377,70101.05
Italy,2018,14.9480712750382,20.9865490224579,82.6111537982938,7.47655885813922,2524.31271,1.41934,97.4270251334841,71037.79
Italy,2019,14.8032822287955,21.0122984359559,81.7028437320492,7.75802459594121,2670.65345,1.45558,98.44709281329,73935.81
Italy,2020,14.477256120151,20.9642039077686,80.7390855416071,8.587243012964,2614.68181,1.49869,100,80141.63
Italy,2021,15.365300568128,22.5572771105288,80.1652149960244,7.77024565516253,2658.8949,1.41065,101.283321872926,85699.51
Japan,2013,19.1807146120723,27.1266358606582,87.6099353742019,17.7587589107099,5166.83422,3.27895,93.9344882922901,106967.6
Japan,2014,19.4077759157435,28.0999841731293,87.6305090225259,17.7805347199635,5351.53211,3.36788,95.562895987198,103354.33
Japan,2015,20.0740179719411,29.3111606151366,87.2588990267739,18.0454889300336,5198.48902,3.24071,97.5432632233626,100597.44
Japan,2016,20.02776765534,29.3147155622977,87.3467476944336,17.620423854837,5232.70894,3.10665,98.1140602852573,101166.54
Japan,2017,20.1439342864069,29.4414450761698,86.5885562110256,17.5942774665502,5319.83455,3.16636,98.1353315160988,101854.44
Japan,2018,20.3304380979824,29.4467134085972,86.8692434053412,17.2970528139362,5339.51713,3.2192,98.0183258646232,101998.64
Japan,2019,20.0537040210689,29.1175822523162,86.6056946697442,17.0303844450023,5376.11987,3.21824,98.7853942704497,100156.22
Japan,2020,19.7836247262101,28.9859809440754,86.1390226496042,18.6333487896777,5450.44287,3.26556,100,100403.47
Japan,2021,19.6763666364,28.4504840570129,85.6152784621078,18.0039913482614,5589.76698,3.27383,99.9557539623753,106309.76
Luxembourg,2013,4.55439306028829,10.4429358659788,78.8484760097573,6.8438523675119,4661.60191,1.23381,88.2564838675104,759.01
Luxembourg,2014,4.7281297539333,10.8108782853283,77.1527758898352,5.97251741023821,4782.93933,1.217,90.724756306729,870.55
Luxembourg,2015,5.47955070401141,11.5395015328494,78.5794633269079,7.1063570044196,4636.38043,1.25226,92.7393855134672,806.07
Luxembourg,2016,5.79495456061575,12.0959361207718,79.6818178537068,7.96708640448661,4802.1785,1.2669,91.7121883520147,875.81
Luxembourg,2017,4.77590351553507,10.8183282634892,78.0004534081884,6.9688410293022,4969.23004,1.23898,93.6775555963034,833.15
Luxembourg,2018,4.95924941093589,10.9720784332984,81.5539105151176,6.97324123677991,4754.92191,1.17039,95.4008336321278,891.22
Luxembourg,2019,5.04282381983955,11.6004638626305,82.3088604077613,6.57356994288018,5090.81552,1.18209,96.2750571275692,930.55
